gene_id	gene_biotype	gene_name
ENSG00000198467	protein_coding	TPM2
ENSG00000137076	protein_coding	TLN1
ENSG00000107175	protein_coding	CREB3
ENSG00000070610	protein_coding	GBA2
ENSG00000107185	protein_coding	RGP1
ENSG00000215183	protein_coding	MSMP
ENSG00000228843	antisense	AL133410.2
ENSG00000227388	lincRNA	AL133410.1
ENSG00000159899	protein_coding	NPR2
ENSG00000137098	protein_coding	SPAG8
ENSG00000137133	protein_coding	HINT2
ENSG00000137103	protein_coding	TMEM8B
ENSG00000204930	protein_coding	FAM221B
ENSG00000168828	protein_coding	OR13J1
ENSG00000196196	protein_coding	HRCT1
ENSG00000235387	protein_coding	SPAAR
ENSG00000278889	protein_coding	OR2S2
ENSG00000122707	protein_coding	RECK
ENSG00000122694	protein_coding	GLIPR2
ENSG00000185972	protein_coding	CCIN
ENSG00000122705	protein_coding	CLTA
ENSG00000159921	protein_coding	GNE
ENSG00000137075	protein_coding	RNF38
ENSG00000165304	protein_coding	MELK
ENSG00000196092	protein_coding	PAX5
ENSG00000258885	antisense	AL450267.1
ENSG00000250850	antisense	AL161781.2
ENSG00000232920	lincRNA	LINC01400
ENSG00000260100	lincRNA	AL512604.3
ENSG00000281649	lincRNA	EBLN3P
ENSG00000233242	antisense	AL512604.2
ENSG00000147905	protein_coding	ZCCHC7
ENSG00000224648	lincRNA	LINC01627
ENSG00000137106	protein_coding	GRHPR
ENSG00000168795	protein_coding	ZBTB5
ENSG00000137054	protein_coding	POLR1E
ENSG00000234160	antisense	AL513165.1
ENSG00000147912	protein_coding	FBXO10
ENSG00000256966	protein_coding	AL513165.2
ENSG00000175768	protein_coding	TOMM5
ENSG00000255872	protein_coding	AL138752.2
ENSG00000070601	protein_coding	FRMPD1
ENSG00000165275	protein_coding	TRMT10B
ENSG00000107371	protein_coding	EXOSC3
ENSG00000122741	protein_coding	DCAF10
ENSG00000122696	protein_coding	SLC25A51
ENSG00000107338	protein_coding	SHB
ENSG00000223716	lincRNA	AL135785.1
ENSG00000137124	protein_coding	ALDH1B1
ENSG00000137142	protein_coding	IGFBPL1
ENSG00000283486	protein_coding	FAM95C
ENSG00000180071	protein_coding	ANKRD18A
ENSG00000204860	antisense	FAM201A
ENSG00000284612	lincRNA	AL591543.1
ENSG00000283329	protein_coding	FAM240B
ENSG00000228467	lincRNA	AL845311.1
ENSG00000106714	protein_coding	CNTNAP3
ENSG00000204849	protein_coding	SPATA31A1
ENSG00000215112	lincRNA	FAM74A1
ENSG00000224038	lincRNA	BX005214.1
ENSG00000231140	lincRNA	BX005214.2
ENSG00000278175	lincRNA	GLIDR
ENSG00000228136	lincRNA	AL773545.1
ENSG00000183148	protein_coding	ANKRD20A2
ENSG00000223839	lincRNA	FAM95B1
ENSG00000276500	lincRNA	BMS1P14
ENSG00000276266	lincRNA	FP325318.1
ENSG00000225380	IG_V_pseudogene	IGKV1OR9-2
ENSG00000275390	lincRNA	AL353626.1
ENSG00000225655	lincRNA	BX255923.1
ENSG00000276462	lincRNA	BX255923.2
ENSG00000273514	protein_coding	FOXD4L6
ENSG00000215126	protein_coding	CBWD6
ENSG00000275450	lincRNA	AL845472.1
ENSG00000276502	lincRNA	AL354718.2
ENSG00000275239	lincRNA	AL591926.2
ENSG00000154529	protein_coding	CNTNAP3B
ENSG00000185775	protein_coding	SPATA31A6
ENSG00000277260	lincRNA	FAM74A7
ENSG00000275649	lincRNA	AL445584.2
ENSG00000237357	lincRNA	BX088651.4
ENSG00000229311	lincRNA	BX088651.2
ENSG00000233424	lincRNA	BX664718.1
ENSG00000277697	lincRNA	AL591441.2
ENSG00000276128	lincRNA	AL591441.1
ENSG00000276581	protein_coding	SPATA31A5
ENSG00000276422	lincRNA	AL590491.2
ENSG00000276040	protein_coding	SPATA31A7
ENSG00000277412	antisense	BX005040.3
ENSG00000275676	lincRNA	BX005040.1
ENSG00000283378	protein_coding	BX088645.1
ENSG00000231248	lincRNA	AL935212.2
ENSG00000204814	lincRNA	AL935212.1
ENSG00000154537	lincRNA	FAM27C
ENSG00000235659	lincRNA	AL391987.4
ENSG00000223379	lincRNA	AL391987.2
ENSG00000229697	lincRNA	AL391987.3
ENSG00000231838	lincRNA	CR769775.2
ENSG00000231212	lincRNA	AL590399.3
ENSG00000204802	lincRNA	AL590399.1
ENSG00000233651	lincRNA	AL590399.5
ENSG00000232827	lincRNA	LINC01189
ENSG00000226007	lincRNA	BX005266.2
ENSG00000238113	lincRNA	LINC01410
ENSG00000229422	lincRNA	AL512625.2
ENSG00000234665	lincRNA	AL512625.3
ENSG00000170161	lincRNA	AL512625.1
ENSG00000224267	lincRNA	AL772155.1
ENSG00000225411	lincRNA	CR786580.1
ENSG00000172014	protein_coding	ANKRD20A4
ENSG00000156755	IG_V_pseudogene	IGKV1OR-2
ENSG00000204780	IG_V_pseudogene	IGKV1OR9-1
ENSG00000204779	protein_coding	FOXD4L5
ENSG00000147996	protein_coding	CBWD5
ENSG00000184659	protein_coding	FOXD4L4
ENSG00000204776	IG_V_pseudogene	IGKV1OR-3
ENSG00000274893	lincRNA	AL136317.2
ENSG00000276203	protein_coding	ANKRD20A3
ENSG00000278849	lincRNA	AL513478.2
ENSG00000274349	protein_coding	ZNF658
ENSG00000277350	lincRNA	AL353770.4
ENSG00000276348	lincRNA	AL353770.3
ENSG00000275969	protein_coding	SPATA31A3
ENSG00000276898	lincRNA	BX664730.1
ENSG00000260691	protein_coding	ANKRD20A1
ENSG00000226904	antisense	AL353608.2
ENSG00000196873	protein_coding	CBWD3
ENSG00000187559	protein_coding	FOXD4L3
ENSG00000234394	lincRNA	AL353608.3
ENSG00000225337	lincRNA	AL353608.1
ENSG00000154330	protein_coding	PGM5
ENSG00000224958	antisense	PGM5-AS1
ENSG00000233178	antisense	AL161457.2
ENSG00000181778	protein_coding	TMEM252
ENSG00000226337	lincRNA	AL353616.2
ENSG00000234506	lincRNA	LINC01506
ENSG00000107242	protein_coding	PIP5K1B
ENSG00000187866	protein_coding	FAM122A
ENSG00000236733	antisense	AL354794.1
ENSG00000165059	protein_coding	PRKACG
ENSG00000165060	protein_coding	FXN
ENSG00000285130	protein_coding	AL358113.1
ENSG00000119139	protein_coding	TJP2
ENSG00000278910	lincRNA	BANCR
ENSG00000135063	protein_coding	FAM189A2
ENSG00000107282	protein_coding	APBA1
ENSG00000229312	antisense	AL353693.1
ENSG00000261447	lincRNA	AL162412.1
ENSG00000188647	protein_coding	PTAR1
ENSG00000225626	lincRNA	C9orf135-DT
ENSG00000204711	protein_coding	C9orf135
ENSG00000204706	antisense	MAMDC2-AS1
ENSG00000165072	protein_coding	MAMDC2
ENSG00000268364	antisense	SMC5-AS1
ENSG00000198887	protein_coding	SMC5
ENSG00000119138	protein_coding	KLF9
ENSG00000083067	protein_coding	TRPM3
ENSG00000232086	antisense	AL159990.2
ENSG00000223966	antisense	AL159990.1
ENSG00000135048	protein_coding	CEMIP2
ENSG00000107362	protein_coding	ABHD17B
ENSG00000155621	protein_coding	C9orf85
ENSG00000204669	protein_coding	C9orf57
ENSG00000119125	protein_coding	GDA
ENSG00000235523	lincRNA	AL135924.2
ENSG00000225434	lincRNA	LINC01504
ENSG00000107372	protein_coding	ZFAND5
ENSG00000165091	protein_coding	TMC1
ENSG00000236849	lincRNA	LINC01474
ENSG00000165092	protein_coding	ALDH1A1
ENSG00000135046	protein_coding	ANXA1
ENSG00000232590	lincRNA	AL451127.1
ENSG00000227809	lincRNA	AL355674.1
ENSG00000224825	antisense	RORB-AS1
ENSG00000198963	protein_coding	RORB
ENSG00000119121	protein_coding	TRPM6
ENSG00000135045	protein_coding	C9orf40
ENSG00000203321	antisense	C9orf41-AS1
ENSG00000156017	protein_coding	CARNMT1
ENSG00000106733	protein_coding	NMRK1
ENSG00000134996	protein_coding	OSTF1
ENSG00000236376	lincRNA	AL353780.1
ENSG00000099139	protein_coding	PCSK5
ENSG00000135002	protein_coding	RFK
ENSG00000187210	protein_coding	GCNT1
ENSG00000106772	protein_coding	PRUNE2
ENSG00000225937	antisense	PCA3
ENSG00000204612	protein_coding	FOXB2
ENSG00000232998	antisense	VPS13A-AS1
ENSG00000197969	protein_coding	VPS13A
ENSG00000156049	protein_coding	GNA14
ENSG00000231373	antisense	GNA14-AS1
ENSG00000156052	protein_coding	GNAQ
ENSG00000148019	protein_coding	CEP78
ENSG00000135069	protein_coding	PSAT1
ENSG00000260995	lincRNA	AL512634.1
ENSG00000233086	lincRNA	AL358975.1
ENSG00000106829	protein_coding	TLE4
ENSG00000232494	lincRNA	AL161912.1
ENSG00000260564	lincRNA	AL161912.2
ENSG00000280366	lincRNA	AL161782.1
ENSG00000230945	lincRNA	LINC01507
ENSG00000226798	lincRNA	AL138749.1
ENSG00000196781	protein_coding	TLE1
ENSG00000233926	lincRNA	AL591368.1
ENSG00000230846	lincRNA	AL158154.1
ENSG00000189357	protein_coding	SPATA31D4
ENSG00000267559	lincRNA	AL158154.2
ENSG00000186788	protein_coding	SPATA31D3
ENSG00000214929	protein_coding	SPATA31D1
ENSG00000225085	lincRNA	AL162726.1
ENSG00000232749	lincRNA	AL162726.4
ENSG00000165105	protein_coding	RASEF
ENSG00000229109	antisense	AL137847.1
ENSG00000172159	protein_coding	FRMD3
ENSG00000237529	antisense	AL137847.2
ENSG00000148057	protein_coding	IDNK
ENSG00000135018	protein_coding	UBQLN1
ENSG00000254473	antisense	AL354920.1
ENSG00000165113	protein_coding	GKAP1
ENSG00000226877	antisense	AL354733.1
ENSG00000231616	antisense	AL354733.2
ENSG00000165115	protein_coding	KIF27
ENSG00000165118	protein_coding	C9orf64
ENSG00000165119	protein_coding	HNRNPK
ENSG00000235298	antisense	AL354733.3
ENSG00000178966	protein_coding	RMI1
ENSG00000227463	lincRNA	AL390838.1
ENSG00000197506	protein_coding	SLC28A3
ENSG00000233262	antisense	AL356134.1
ENSG00000148053	protein_coding	NTRK2
ENSG00000135049	protein_coding	AGTPBP1
ENSG00000229454	lincRNA	AL157882.1
ENSG00000230303	lincRNA	AL353743.2
ENSG00000135040	protein_coding	NAA35
ENSG00000135052	protein_coding	GOLM1
ENSG00000187753	protein_coding	C9orf153
ENSG00000135070	protein_coding	ISCA1
ENSG00000083223	protein_coding	TUT7
ENSG00000235819	lincRNA	AL158828.1
ENSG00000232211	lincRNA	AL353613.1
ENSG00000180447	protein_coding	GAS1
ENSG00000226237	lincRNA	GAS1RR
ENSG00000269994	lincRNA	AL513318.2
ENSG00000204446	lincRNA	C9orf170
ENSG00000196730	protein_coding	DAPK1
ENSG00000135047	protein_coding	CTSL
ENSG00000233884	antisense	AL772337.2
ENSG00000214888	antisense	AL772337.1
ENSG00000177992	protein_coding	SPATA31E1
ENSG00000283205	protein_coding	AL353572.3
ENSG00000156345	protein_coding	CDK20
ENSG00000106723	protein_coding	SPIN1
ENSG00000130045	protein_coding	NXNL2
ENSG00000228189	lincRNA	AL592486.1
ENSG00000228658	lincRNA	AL772202.1
ENSG00000186354	protein_coding	C9orf47
ENSG00000213694	protein_coding	S1PR3
ENSG00000148082	protein_coding	SHC3
ENSG00000123975	protein_coding	CKS2
ENSG00000187742	protein_coding	SECISBP2
ENSG00000187764	protein_coding	SEMA4D
ENSG00000130222	protein_coding	GADD45G
ENSG00000237372	lincRNA	AL606807.1
ENSG00000226206	lincRNA	BX470209.1
ENSG00000236507	lincRNA	BX470209.2
ENSG00000237626	lincRNA	AL161629.1
ENSG00000227555	lincRNA	MIR4290HG
ENSG00000231107	lincRNA	LINC01508
ENSG00000229613	lincRNA	LINC01501
ENSG00000165023	protein_coding	DIRAS2
ENSG00000165025	protein_coding	SYK
ENSG00000228216	lincRNA	AL355607.1
ENSG00000260454	lincRNA	AL355607.2
ENSG00000230537	lincRNA	AL158071.3
ENSG00000229694	lincRNA	AL158071.1
ENSG00000237422	lincRNA	AL158071.4
ENSG00000235641	lincRNA	LINC00484
ENSG00000273381	lincRNA	AL158071.5
ENSG00000148090	protein_coding	AUH
ENSG00000165030	protein_coding	NFIL3
ENSG00000233081	lincRNA	AL353764.1
ENSG00000169071	protein_coding	ROR2
ENSG00000090054	protein_coding	SPTLC1
ENSG00000236115	antisense	AL136097.2
ENSG00000196305	protein_coding	IARS
ENSG00000198000	protein_coding	NOL8
ENSG00000188312	protein_coding	CENPP
ENSG00000106809	protein_coding	OGN
ENSG00000127083	protein_coding	OMD
ENSG00000106819	protein_coding	ASPN
ENSG00000106823	protein_coding	ECM2
ENSG00000127080	protein_coding	IPPK
ENSG00000185963	protein_coding	BICD2
ENSG00000127081	protein_coding	ZNF484
ENSG00000127084	protein_coding	FGD3
ENSG00000157303	protein_coding	SUSD3
ENSG00000223446	antisense	AL451065.1
ENSG00000165233	protein_coding	CARD19
ENSG00000131669	protein_coding	NINJ1
ENSG00000203364	lincRNA	AL390760.1
ENSG00000165238	protein_coding	WNK2
ENSG00000204352	protein_coding	C9orf129
ENSG00000237385	antisense	AL583839.2
ENSG00000227603	antisense	AL583839.1
ENSG00000188938	protein_coding	FAM120AOS
ENSG00000048828	protein_coding	FAM120A
ENSG00000197724	protein_coding	PHF2
ENSG00000231990	lincRNA	AL442224.1
ENSG00000131668	protein_coding	BARX1
ENSG00000235601	lincRNA	BARX1-DT
ENSG00000158079	protein_coding	PTPDC1
ENSG00000269946	lincRNA	AL158152.2
ENSG00000269929	lincRNA	AL158152.1
ENSG00000230262	lincRNA	MIRLET7DHG
ENSG00000175787	protein_coding	ZNF169
ENSG00000130950	protein_coding	NUTM2F
ENSG00000232063	lincRNA	AL691447.2
ENSG00000148110	protein_coding	MFSD14B
ENSG00000231806	antisense	PCAT7
ENSG00000130957	protein_coding	FBP2
ENSG00000165140	protein_coding	FBP1
ENSG00000148120	protein_coding	C9orf3
ENSG00000224764	antisense	AL353768.1
ENSG00000158169	protein_coding	FANCC
ENSG00000229065	antisense	AL354893.2
ENSG00000271384	lincRNA	AL161729.3
ENSG00000185920	protein_coding	PTCH1
ENSG00000271314	antisense	AL161729.2
ENSG00000271155	antisense	AL161729.1
ENSG00000271659	antisense	AL161729.4
ENSG00000229345	lincRNA	AL392185.1
ENSG00000228142	lincRNA	AL354861.2
ENSG00000175611	lincRNA	LINC00476
ENSG00000268926	lincRNA	AL354861.3
ENSG00000182150	protein_coding	ERCC6L2
ENSG00000225194	lincRNA	LINC00092
ENSG00000237212	lincRNA	AL449403.1
ENSG00000275465	lincRNA	AL449403.2
ENSG00000130948	protein_coding	HSD17B3
ENSG00000285269	protein_coding	AL160269.1
ENSG00000232283	antisense	HSD17B3-AS1
ENSG00000130958	protein_coding	SLC35D2
ENSG00000165244	protein_coding	ZNF367
ENSG00000130956	protein_coding	HABP4
ENSG00000081377	protein_coding	CDC14B
ENSG00000158122	protein_coding	AAED1
ENSG00000224848	lincRNA	AL589843.1
ENSG00000081386	protein_coding	ZNF510
ENSG00000196597	protein_coding	ZNF782
ENSG00000196312	protein_coding	MFSD14C
ENSG00000188152	protein_coding	NUTM2G
ENSG00000136943	protein_coding	CTSV
ENSG00000242375	lincRNA	AL590705.3
ENSG00000203279	lincRNA	AL590705.1
ENSG00000235494	lincRNA	AL590705.2
ENSG00000197816	protein_coding	CCDC180
ENSG00000196116	protein_coding	TDRD7
ENSG00000136842	protein_coding	TMOD1
ENSG00000228174	antisense	AL162385.1
ENSG00000136925	protein_coding	TSTD2
ENSG00000136937	protein_coding	NCBP1
ENSG00000231521	antisense	AL162385.2
ENSG00000136936	protein_coding	XPA
ENSG00000260677	lincRNA	AL445531.1
ENSG00000236130	lincRNA	PTCSC2
ENSG00000178919	protein_coding	FOXE1
ENSG00000136932	protein_coding	TRMO
ENSG00000136929	protein_coding	HEMGN
ENSG00000136938	protein_coding	ANP32B
ENSG00000236896	antisense	AL354726.1
ENSG00000095380	protein_coding	NANS
ENSG00000106785	protein_coding	TRIM14
ENSG00000106789	protein_coding	CORO2A
ENSG00000095383	protein_coding	TBC1D2
ENSG00000136928	protein_coding	GABBR2
ENSG00000165138	protein_coding	ANKS6
ENSG00000119514	protein_coding	GALNT12
ENSG00000267026	antisense	AL136084.2
ENSG00000204291	protein_coding	COL15A1
ENSG00000270412	antisense	AL136084.3
ENSG00000106799	protein_coding	TGFBR1
ENSG00000227269	lincRNA	AL162427.1
ENSG00000119523	protein_coding	ALG2
ENSG00000106803	protein_coding	SEC61B
ENSG00000271086	lincRNA	AL137067.1
ENSG00000234860	lincRNA	AL162394.1
ENSG00000237461	lincRNA	AL359710.1
ENSG00000119508	protein_coding	NR4A3
ENSG00000255145	antisense	STX17-AS1
ENSG00000136874	protein_coding	STX17
ENSG00000254571	antisense	AL358937.1
ENSG00000023318	protein_coding	ERP44
ENSG00000119509	protein_coding	INVS
ENSG00000136891	protein_coding	TEX10
ENSG00000066697	protein_coding	MSANTD3
ENSG00000251349	protein_coding	MSANTD3-TMEFF1
ENSG00000241697	protein_coding	TMEFF1
ENSG00000170681	protein_coding	CAVIN4
ENSG00000148123	protein_coding	PLPPR1
ENSG00000136881	protein_coding	BAAT
ENSG00000136897	protein_coding	MRPL50
ENSG00000136870	protein_coding	ZNF189
ENSG00000136872	protein_coding	ALDOB
ENSG00000225376	antisense	TMEM246-AS1
ENSG00000165152	protein_coding	TMEM246
ENSG00000155827	protein_coding	RNF20
ENSG00000198785	protein_coding	GRIN3A
ENSG00000188386	protein_coding	PPP3R2
ENSG00000204250	lincRNA	LINC00587
ENSG00000155833	protein_coding	CYLC2
ENSG00000225564	lincRNA	LINC01492
ENSG00000226566	lincRNA	AL390962.1
ENSG00000285483	lincRNA	AL590381.1
ENSG00000270332	lincRNA	SMC2-AS1
ENSG00000136824	protein_coding	SMC2
ENSG00000186881	protein_coding	OR13F1
ENSG00000283001	antisense	AL450426.1
ENSG00000148136	protein_coding	OR13C4
ENSG00000204246	protein_coding	OR13C3
ENSG00000186943	protein_coding	OR13C8
ENSG00000277556	protein_coding	OR13C5
ENSG00000276119	protein_coding	OR13C2
ENSG00000136839	protein_coding	OR13C9
ENSG00000179055	protein_coding	OR13D1
ENSG00000136783	protein_coding	NIPSNAP3A
ENSG00000165028	protein_coding	NIPSNAP3B
ENSG00000165029	protein_coding	ABCA1
ENSG00000226334	antisense	AL359182.1
ENSG00000230013	lincRNA	AL359182.2
ENSG00000070214	protein_coding	SLC44A1
ENSG00000106701	protein_coding	FSD1L
ENSG00000228317	antisense	AL158070.1
ENSG00000106692	protein_coding	FKTN
ENSG00000186051	protein_coding	TAL2
ENSG00000095209	protein_coding	TMEM38B
ENSG00000234323	lincRNA	LINC01505
ENSG00000225002	lincRNA	AL732323.1
ENSG00000229297	lincRNA	AL451140.1
ENSG00000237062	lincRNA	AL512649.2
ENSG00000234229	lincRNA	LINC01505.1
ENSG00000148143	protein_coding	ZNF462
ENSG00000230782	antisense	AL807761.4
ENSG00000226047	lincRNA	AL807761.3
ENSG00000119318	protein_coding	RAD23B
ENSG00000226825	lincRNA	LINC01509
ENSG00000136826	protein_coding	KLF4
ENSG00000230030	lincRNA	AL353742.1
ENSG00000231678	lincRNA	AL358779.1
ENSG00000148156	protein_coding	ACTL7B
ENSG00000187003	protein_coding	ACTL7A
ENSG00000070061	protein_coding	ELP1
ENSG00000119328	protein_coding	FAM206A
ENSG00000119326	protein_coding	CTNNAL1
ENSG00000106771	protein_coding	TMEM245
ENSG00000260230	protein_coding	FRRS1L
ENSG00000095203	protein_coding	EPB41L4B
ENSG00000070159	protein_coding	PTPN3
ENSG00000243444	protein_coding	PALM2
ENSG00000232939	antisense	AL158829.1
ENSG00000157654	protein_coding	PALM2-AKAP2
ENSG00000241978	protein_coding	AKAP2
ENSG00000188959	protein_coding	C9orf152
ENSG00000136810	protein_coding	TXN
ENSG00000204193	protein_coding	TXNDC8
ENSG00000165124	protein_coding	SVEP1
ENSG00000232896	lincRNA	AL592463.1
ENSG00000030304	protein_coding	MUSK
ENSG00000198121	protein_coding	LPAR1
ENSG00000227531	lincRNA	AL162414.1
ENSG00000171133	protein_coding	OR2K2
ENSG00000136813	protein_coding	ECPAS
ENSG00000173258	protein_coding	ZNF483
ENSG00000106853	protein_coding	PTGR1
ENSG00000224644	antisense	AL135787.1
ENSG00000059769	protein_coding	DNAJC25
ENSG00000244115	protein_coding	DNAJC25-GNG10
ENSG00000242616	protein_coding	GNG10
ENSG00000165181	protein_coding	C9orf84
ENSG00000148154	protein_coding	UGCG
ENSG00000106868	protein_coding	SUSD1
ENSG00000119314	protein_coding	PTBP3
ENSG00000119471	protein_coding	HSDL2
ENSG00000230185	antisense	C9orf147
ENSG00000165185	protein_coding	KIAA1958
ENSG00000148153	protein_coding	INIP
ENSG00000226609	antisense	AL390067.1
ENSG00000148158	protein_coding	SNX30
ENSG00000119457	protein_coding	SLC46A2
ENSG00000271631	antisense	AL139041.1
ENSG00000285447	protein_coding	ZNF883
ENSG00000136866	protein_coding	ZFP37
ENSG00000225684	lincRNA	FAM225B
ENSG00000231528	lincRNA	FAM225A
ENSG00000136867	protein_coding	SLC31A2
ENSG00000119321	protein_coding	FKBP15
ENSG00000136868	protein_coding	SLC31A1
ENSG00000176386	protein_coding	CDC26
ENSG00000136875	protein_coding	PRPF4
ENSG00000165188	protein_coding	RNF183
ENSG00000148225	protein_coding	WDR31
ENSG00000119411	protein_coding	BSPRY
ENSG00000119431	protein_coding	HDHD3
ENSG00000148218	protein_coding	ALAD
ENSG00000148229	protein_coding	POLE3
ENSG00000157653	protein_coding	C9orf43
ENSG00000138835	protein_coding	RGS3
ENSG00000237073	antisense	AL162727.2
ENSG00000233817	lincRNA	AL162727.1
ENSG00000227482	lincRNA	AL157702.2
ENSG00000157657	protein_coding	ZNF618
ENSG00000106927	protein_coding	AMBP
ENSG00000136883	protein_coding	KIF12
ENSG00000196739	protein_coding	COL27A1
ENSG00000229314	protein_coding	ORM1
ENSG00000228278	protein_coding	ORM2
ENSG00000106948	protein_coding	AKNA
ENSG00000235119	lincRNA	AL138895.1
ENSG00000095397	protein_coding	WHRN
ENSG00000136888	protein_coding	ATP6V1G1
ENSG00000157693	protein_coding	TMEM268
ENSG00000230054	protein_coding	TEX53
ENSG00000230601	protein_coding	TEX48
ENSG00000181634	protein_coding	TNFSF15
ENSG00000106952	protein_coding	TNFSF8
ENSG00000041982	protein_coding	TNC
ENSG00000236461	lincRNA	AL162425.1
ENSG00000173077	protein_coding	DEC1
ENSG00000234692	lincRNA	AL355601.1
ENSG00000228714	antisense	AL691420.1
ENSG00000204148	lincRNA	LINC00474
ENSG00000228707	lincRNA	AL691426.1
ENSG00000182752	protein_coding	PAPPA
ENSG00000226604	antisense	PAPPA-AS2
ENSG00000244757	antisense	AL137024.1
ENSG00000256040	antisense	PAPPA-AS1
ENSG00000148219	protein_coding	ASTN2
ENSG00000229105	antisense	ASTN2-AS1
ENSG00000230894	antisense	AL133284.1
ENSG00000119401	protein_coding	TRIM32
ENSG00000233516	lincRNA	AL445644.1
ENSG00000233569	lincRNA	AL161630.1
ENSG00000285082	protein_coding	AL160272.2
ENSG00000136869	protein_coding	TLR4
ENSG00000284977	lincRNA	AL160272.1
ENSG00000231901	lincRNA	AL354754.1
ENSG00000225050	lincRNA	AL355592.1
ENSG00000235201	lincRNA	LINC02578
ENSG00000078725	protein_coding	BRINP1
ENSG00000260970	lincRNA	AC006288.1
ENSG00000261432	lincRNA	LINC01613
ENSG00000225960	lincRNA	AL441989.1
ENSG00000136861	protein_coding	CDK5RAP2
ENSG00000106780	protein_coding	MEGF9
ENSG00000119402	protein_coding	FBXW2
ENSG00000214654	protein_coding	B3GNT10
ENSG00000095261	protein_coding	PSMD5
ENSG00000119403	protein_coding	PHF19
ENSG00000056558	protein_coding	TRAF1
ENSG00000106804	protein_coding	C5
ENSG00000119397	protein_coding	CNTRL
ENSG00000119396	protein_coding	RAB14
ENSG00000148180	protein_coding	GSN
ENSG00000239593	antisense	AL513122.2
ENSG00000235865	antisense	GSN-AS1
ENSG00000148175	protein_coding	STOM
ENSG00000227355	antisense	AL359644.1
ENSG00000136848	protein_coding	DAB2IP
ENSG00000229854	antisense	AL357936.1
ENSG00000175764	protein_coding	TTLL11
ENSG00000237548	lincRNA	TTLL11-IT1
ENSG00000119421	protein_coding	NDUFA8
ENSG00000185681	protein_coding	MORN5
ENSG00000106852	protein_coding	LHX6
ENSG00000119446	protein_coding	RBM18
ENSG00000148187	protein_coding	MRRF
ENSG00000095303	protein_coding	PTGS1
ENSG00000233616	lincRNA	AL359636.3
ENSG00000229245	antisense	AL359636.1
ENSG00000231465	antisense	AL359636.2
ENSG00000136834	protein_coding	OR1J1
ENSG00000197233	protein_coding	OR1J2
ENSG00000239590	protein_coding	OR1J4
ENSG00000171505	protein_coding	OR1N1
ENSG00000171501	protein_coding	OR1N2
ENSG00000171496	protein_coding	OR1L8
ENSG00000234156	antisense	AL162254.1
ENSG00000165202	protein_coding	OR1Q1
ENSG00000280094	protein_coding	OR1B1
ENSG00000173679	protein_coding	OR1L1
ENSG00000171481	protein_coding	OR1L3
ENSG00000136939	protein_coding	OR1L4
ENSG00000171459	protein_coding	OR1L6
ENSG00000148215	protein_coding	OR5C1
ENSG00000136940	protein_coding	PDCL
ENSG00000165204	protein_coding	OR1K1
ENSG00000056586	protein_coding	RC3H2
ENSG00000186130	protein_coding	ZBTB6
ENSG00000171448	protein_coding	ZBTB26
ENSG00000011454	protein_coding	RABGAP1
ENSG00000188394	protein_coding	GPR21
ENSG00000165209	protein_coding	STRBP
ENSG00000148204	protein_coding	CRB2
ENSG00000119522	protein_coding	DENND1A
ENSG00000237336	antisense	AL445489.1
ENSG00000230826	antisense	AL390774.2
ENSG00000106689	protein_coding	LHX2
ENSG00000236668	antisense	AC006450.3
ENSG00000234921	antisense	AC006450.2
ENSG00000119408	protein_coding	NEK6
ENSG00000235204	antisense	AL162724.2
ENSG00000136930	protein_coding	PSMB7
ENSG00000180264	protein_coding	ADGRD2
ENSG00000136931	protein_coding	NR5A1
ENSG00000231149	lincRNA	AL354979.1
ENSG00000148200	protein_coding	NR6A1
ENSG00000224020	antisense	MIR181A2HG
ENSG00000236643	antisense	AL354928.1
ENSG00000185585	protein_coding	OLFML2A
ENSG00000136918	protein_coding	WDR38
ENSG00000136942	protein_coding	RPL35
ENSG00000136950	protein_coding	ARPC5L
ENSG00000136935	protein_coding	GOLGA1
ENSG00000173611	protein_coding	SCAI
ENSG00000119414	protein_coding	PPP6C
ENSG00000136933	protein_coding	RABEPK
ENSG00000044574	protein_coding	HSPA5
ENSG00000239705	antisense	AL354710.2
ENSG00000165219	protein_coding	GAPVD1
ENSG00000119487	protein_coding	MAPKAP1
ENSG00000227068	antisense	AL162584.1
ENSG00000167081	protein_coding	PBX3
ENSG00000232413	lincRNA	AL589923.1
ENSG00000228392	lincRNA	AL162391.1
ENSG00000196814	protein_coding	MVB12B
ENSG00000233721	lincRNA	AL356309.2
ENSG00000226078	lincRNA	AL356309.1
ENSG00000224842	antisense	AL161908.1
ENSG00000136944	protein_coding	LMX1B
ENSG00000169155	protein_coding	ZBTB43
ENSG00000177125	protein_coding	ZBTB34
ENSG00000136828	protein_coding	RALGPS1
ENSG00000136859	protein_coding	ANGPTL2
ENSG00000228487	antisense	AL450263.1
ENSG00000136895	protein_coding	GARNL3
ENSG00000136856	protein_coding	SLC2A8
ENSG00000196152	protein_coding	ZNF79
ENSG00000197958	protein_coding	RPL12
ENSG00000148356	protein_coding	LRSAM1
ENSG00000136830	protein_coding	FAM129B
ENSG00000136854	protein_coding	STXBP1
ENSG00000279571	lincRNA	AL162426.1
ENSG00000187024	protein_coding	PTRH1
ENSG00000160401	protein_coding	CFAP157
ENSG00000167094	protein_coding	TTC16
ENSG00000160404	protein_coding	TOR2A
ENSG00000095370	protein_coding	SH2D3C
